"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NFKBIZ",-0.694040571687212,3.18913584419613,-4.97799999332507,8.51938910520485e-07,2.22803643624637e-06,4.37043222541004
"STEAP4",-0.953689712519038,3.81600539628252,-4.97764095432489,8.5345426881036e-07,2.23159403091099e-06,4.36871953145116
"TAGLN",-0.704569698924217,5.37545822850582,-4.97445904837373,8.66998025117842e-07,2.26517201067469e-06,4.35354609837341
"SLC7A10",0.598820867124353,0.588659624889485,4.96736381354116,8.97950214418229e-07,2.34305311960219e-06,4.31974335860435
"CLEC2B",-0.597818513274011,2.63902446158228,-4.96004192112355,9.31008626709787e-07,2.42519728121183e-06,4.28490717817783
"NR1D1",0.589608143811413,2.9109517914775,4.95263865488449,9.65627567057799e-07,2.51076777407784e-06,4.24973176152033
"ARSE",1.04242567881644,2.66290726796927,4.95207377319483,9.68319472700031e-07,2.51705757818376e-06,4.24704979723722
"GAL",0.784634776948808,0.788229899281098,4.93795709854048,1.0379929033636e-06,2.6913412622982e-06,4.18011734673211
"PCDH7",0.658688806197649,1.34457228808321,4.9377046289836,1.03928197657087e-06,2.69430493307748e-06,4.17892189012634
"CCL19",1.15238231289666,4.01968864300403,4.92653152849023,1.09790315222329e-06,2.84108814030232e-06,4.12607286937708
"TRIM16L",0.743107095174707,1.66731387425449,4.91435837749247,1.16540111072001e-06,3.00858098104713e-06,4.06861874357153
"SPRR1B",1.30569336660923,1.35839275549071,4.91432077966327,1.16561565829763e-06,3.00871381898344e-06,4.06844149379823
"RDH10",0.83565432742346,3.92326451949187,4.90933224767233,1.1944225871884e-06,3.08220840515479e-06,4.04493479812957
"ZNF710",0.61275877948254,3.18906199269218,4.90256875161626,1.23457802564465e-06,3.18226846682862e-06,4.01309924629239
"AKR1B15",0.636201155333006,0.598231727523446,4.90095150895421,1.24437090261055e-06,3.20626715165631e-06,4.0054929142172
"VEGFC",-0.602772603720421,2.0453547055229,-4.89813995696674,1.26157428815193e-06,3.24822365217402e-06,3.99227491136052
"SFTA3",-1.06809957023323,4.52832783666406,-4.89618466337937,1.27367337475849e-06,3.27800312744764e-06,3.98308656289882
"HLA-DMB",-0.706723077569319,4.24009280104808,-4.89590218455359,1.27543053985921e-06,3.28115222414206e-06,3.98175941245464
"ELF5",-0.73847752001962,1.44472209559345,-4.88931368190359,1.31708396518275e-06,3.38217775468978e-06,3.95082508187476
"SERPINB5",1.00629285899768,1.12937100391291,4.88621985207187,1.33709331518244e-06,3.42926421221823e-06,3.93631215143075
"ANXA1",-0.910680822471487,5.89779425691839,-4.88484895331537,1.34605303450887e-06,3.45128372211532e-06,3.92988406608886
"ECEL1",0.686516712392128,0.689111198127419,4.87347199859501,1.42267619772864e-06,3.6391473233081e-06,3.87660203016813
"CDA",1.166642988277,2.94542782009449,4.86490852125724,1.48310727217268e-06,3.78637738126787e-06,3.83657183678401
"TYMP",0.585389806392188,5.26677029381839,4.86417189307818,1.48841959457957e-06,3.79888830669671e-06,3.83313147555331
"TOX",-0.591334039131837,1.96089787601989,-4.86160149901661,1.50710049171952e-06,3.84603539510883e-06,3.82113041721935
"IFITM1",0.801161921598555,6.47573203102423,4.86038722291112,1.51600391648599e-06,3.86608242346331e-06,3.81546304524865
"AMN",0.654092110324528,1.31291065366991,4.85792607185623,1.5342055751299e-06,3.91141852542791e-06,3.80398015031829
"ICAM5",-0.639706897709629,1.59871139219177,-4.85776767334763,1.53538421216521e-06,3.91388254055876e-06,3.80324130003421
"PLVAP",0.609636112705602,5.01775426265389,4.85297969625615,1.5714261409245e-06,4.00188700272986e-06,3.78091823449161
"HIST1H4E",0.62746254776199,0.737756469428401,4.85112185742281,1.58562964019389e-06,4.03416019891006e-06,3.77226185887867
"CCL18",-1.10726362920535,5.58515709776677,-4.84342575170419,1.64579679558236e-06,4.18204673345777e-06,3.73643529182691
"CST6",-1.10998600621819,3.3533178736382,-4.83223934036419,1.73718916265276e-06,4.40517741204372e-06,3.68445422942949
"HOXB9",0.998267219901723,0.937282098747406,4.83150860487726,1.74332640095304e-06,4.41952527755692e-06,3.68106249741566
"NAPRT",0.658240635408085,3.95028059452992,4.8279492330183,1.77352048590947e-06,4.49421784671125e-06,3.66454831712595
"MECOM",-0.663341815843171,2.87678672434631,-4.82719252847416,1.78000423079171e-06,4.51002857432296e-06,3.66103893092437
"ABHD2",-0.605297084245682,4.40896634332111,-4.82541926080642,1.79528788282948e-06,4.54750389433451e-06,3.65281699205869
"HABP2",1.04985633538717,2.01362254375041,4.81883169430422,1.85318049705651e-06,4.68771065538166e-06,3.62229744058614
"LFNG",0.734555343700805,3.85767465077568,4.80607773009862,1.97041731224813e-06,4.9713154508142e-06,3.56331881052461
"LRP2",-0.607372373019712,1.01016765532038,-4.80585145187033,1.97256045712029e-06,4.97604202282992e-06,3.5622737248104
"C16orf89",-1.48836738372146,5.54609381892146,-4.80454013599508,1.98502457470365e-06,5.00549277830164e-06,3.55621819155831
"CLEC7A",-0.609204248454118,2.64128436280972,-4.80156319456717,2.01360274477471e-06,5.07333289205187e-06,3.54247661312345
"SPTSSB",0.676880908258304,0.699881744451054,4.7905356093769,2.12295820504193e-06,5.33646722531864e-06,3.49164166857699
"TMEM176B",0.737144939918072,5.65889014321176,4.78652177382826,2.16416362277716e-06,5.43338194243237e-06,3.4731654634759
"KIF12",0.794142839585543,1.8693004167784,4.78520703444516,2.17782718379295e-06,5.46694188142772e-06,3.46711665466115
"VTCN1",0.875269133115132,1.30179921512402,4.78487349004856,2.1813067646397e-06,5.47493159103038e-06,3.46558233863939
"WNT10A",0.59876112258319,1.10104051408229,4.76679729672829,2.37809868710324e-06,5.94782600049899e-06,3.38257885413984
"PRSS2",1.30013356486797,1.49054856532133,4.76299033372298,2.42167012755821e-06,6.05516000449902e-06,3.36513475962661
"TNNI3",0.67022288931466,0.896481997463028,4.76015161026484,2.45465893929172e-06,6.13265819502353e-06,3.35213566526832
"INHA",1.0453401693717,1.05532779129139,4.75971386647931,2.4597842979206e-06,6.14463110738514e-06,3.35013178399718
"PCSK1N",1.04767154069154,2.20243171987604,4.74848555973773,2.59482850593345e-06,6.46708947277227e-06,3.29878959404483
"NR4A2",-0.803194904394656,2.85151915379503,-4.74590441324982,2.62686603172672e-06,6.54340056080131e-06,3.28700296360359
"IVL",0.98478705890948,1.13720895053147,4.7408392362219,2.69084557547205e-06,6.69824843830905e-06,3.26389038838158
"SMOC1",1.02005929152957,1.3715914684565,4.74010364079597,2.70026085521245e-06,6.71987215121533e-06,3.26053573800892
"B3GNT8",-0.775218211692077,3.14023336798769,-4.73861213109087,2.71944887928715e-06,6.7648857773853e-06,3.2537352506561
"TFPI",-0.786612940377365,3.67863765527923,-4.73552886579143,2.75953135180372e-06,6.85996959682995e-06,3.23968347903294
"PIGR",-1.65561703767715,5.992056674379,-4.73081133053119,2.82196155451777e-06,7.00855502931392e-06,3.21819999630246
"TRPM8",0.586865971082018,0.53932073511377,4.71115014387101,3.09709526761479e-06,7.66401254151009e-06,3.1288768903655
"ZG16B",0.746051692234316,1.19132852765349,4.68339781841903,3.52972999593595e-06,8.69030548045194e-06,3.00338061404494
"DLL3",0.675999463115104,0.62557163319755,4.66921336337689,3.77272812320542e-06,9.26878258315268e-06,2.93950347953892
"NR0B2",-0.92676593424086,1.51515623166644,-4.665066950055,3.8467466763862e-06,9.44280899016293e-06,2.92086475436654
"CRABP1",0.800436316254829,0.793588129561902,4.66423228862929,3.8618142207094e-06,9.47593624014936e-06,2.91711468584854
"VSIG10L",0.599075578806783,1.30465327914377,4.61786926979301,4.7939390366628e-06,1.16735199773436e-05,2.70978632883687
"ITGB2",-0.707142373464305,4.69887982779494,-4.61445253009913,4.87058351496744e-06,1.18507682252861e-05,2.69458319548726
"TFPI2",1.51054405942503,3.49154010477268,4.61139762999503,4.9401064034588e-06,1.20120051312782e-05,2.68099894672412
"ITGA6",-0.686923334815758,3.46127475118915,-4.58822865845311,5.49928761724985e-06,1.33015416235775e-05,2.57824516537165
"SLC6A20",-0.595365050646727,0.90772638993399,-4.57668286522105,5.80014938065378e-06,1.39943965176957e-05,2.52721933088661
"NAPSA",-1.4601888984318,7.80023026689613,-4.56835698218787,6.02684242852378e-06,1.4520463513309e-05,2.49049779470727
"TXNRD1",0.875569463492505,5.08978909382148,4.56755029717956,6.04925272028256e-06,1.4572553432198e-05,2.48694319012878
"QPRT",0.884747429774345,3.23811275447562,4.55118795725989,6.52144917879226e-06,1.56507993300845e-05,2.41496957061323
"CAPS",-0.806767874084176,3.15043904994075,-4.54543917951373,6.69559357757386e-06,1.6041598742738e-05,2.38973922657919
"CLU",-0.955376721074619,5.27453298234116,-4.54437875544648,6.72819991565287e-06,1.61155325946461e-05,2.38508845733203
"MATN2",-0.598624219660146,1.84210335170188,-4.53747894764789,6.94410699466217e-06,1.66111107154471e-05,2.35485218113418
"G6PD",0.784486953504112,4.96418102340739,4.53355007763991,7.0700008792373e-06,1.68925496982476e-05,2.3376542192441
"BRDT",0.67989671715079,0.638070751287295,4.52738690819992,7.27190916128903e-06,1.73569905818942e-05,2.31070391778865
"MS4A1",0.747640387046712,1.38825755787967,4.52337392560796,7.40633588944985e-06,1.76641350340751e-05,2.29317429095875
"BEX1",-0.714386234133011,0.696588345621903,-4.52127208948984,7.47769057576975e-06,1.78181911317231e-05,2.28399876258595
"MAP2",-0.623360533100161,1.82216654607088,-4.5198688547367,7.52569501391669e-06,1.79186914838326e-05,2.27787517564693
"SFRP4",0.898049387819969,3.5839639836884,4.51720763887635,7.61754745724428e-06,1.81140133399384e-05,2.26626673485124
"CXCL5",-1.00193980228948,2.06031372318837,-4.50953593244431,7.88839197759438e-06,1.87315040806618e-05,2.23283774668236
"CNGA3",0.650629432241781,0.661265396352778,4.50809888090665,7.94014223123312e-06,1.88471106384185e-05,2.22658176626281
"KLK6",0.940017661887535,0.900949427704715,4.5045639220615,8.06882949536828e-06,1.91427168892173e-05,2.2112007735337
"F5",0.702825730442071,1.19943049492334,4.49347180471556,8.48573447275157e-06,2.00956135498486e-05,2.16301071037874
"VSIG1",1.20410088095933,1.86649736828366,4.49057563880394,8.59794152699495e-06,2.03441911377373e-05,2.15044644501827
"SMIM24",0.634573006953822,0.694434916113988,4.48487075773617,8.82313982358277e-06,2.08456377246692e-05,2.12571937282718
"BHMT2",0.953545666184289,1.61223564626916,4.47944373218358,9.04260724368519e-06,2.13376846292536e-05,2.10222381590568
"ERN2",0.947721509030524,1.44395000028982,4.47601581265753,9.18391607483934e-06,2.16517423320941e-05,2.08739677479997
"SLC4A4",-0.645559083638763,2.09588933204593,-4.47385680605143,9.27399974370446e-06,2.1861327277263e-05,2.07806368951747
"ASPH",0.680309711214751,3.98948413509364,4.46765004000426,9.5377133119978e-06,2.24628795071793e-05,2.05125608305267
"LDHB",0.638445521959436,7.00163018169996,4.45998604254347,9.87325984237087e-06,2.32027894996252e-05,2.01820243494569
"SULT1C2",0.623231666302787,1.3337417907918,4.45659335534022,1.00253825708689e-05,2.35542865088371e-05,2.00358719341313
"HIST2H2BE",0.662411138149191,3.46851175183804,4.43264329747323,1.11649089261415e-05,2.61184681548894e-05,1.90070873078227
"SERPINA1",-1.0580236007033,6.898745275332,-4.43163208716617,1.12156514946534e-05,2.62338454131312e-05,1.89637641742903
"SEMA3A",0.63250396709584,1.36427174312345,4.43007517169027,1.12942093702798e-05,2.6400858396214e-05,1.88970795126223
"CDH17",0.842044362250199,0.874114458730477,4.42784633587417,1.14075877955869e-05,2.66523783755049e-05,1.88016537198661
"CBR1",0.80217120038548,5.10615371294273,4.41975627314743,1.18283428812113e-05,2.75934837471656e-05,1.84556609635507
"KRT81",1.01274524197337,1.11089182612182,4.41258684921087,1.22135935613487e-05,2.84634125846084e-05,1.81495355401187
"GFRA3",1.13629288973071,2.0700334163816,4.41232336940742,1.22279779738361e-05,2.8493335564144e-05,1.8138294124186
"LTB",0.706973787490488,3.23755611417503,4.3989505020842,1.2979727591074e-05,3.01764353623357e-05,1.75685617484208
"PKP2",0.643276842975529,1.43094696964707,4.38797668186833,1.36294448834178e-05,3.16112646730313e-05,1.71022444940004
"PRSS3",0.709692674399397,0.723797080727059,4.38753769142512,1.36560722579637e-05,3.16650604593911e-05,1.70836128481269
"ERICH5",0.661539516308256,1.52334467689849,4.38724255471043,1.36740020106802e-05,3.17022855425327e-05,1.70710876260361
"ENO2",0.589140671733078,3.84811650661724,4.38419255067559,1.38606151429141e-05,3.2115125365044e-05,1.69416955052462
"LIF",0.753200043408272,2.89593747370916,4.3731047342242,1.45597505563191e-05,3.36589321131548e-05,1.64720193245873
"MYBPH",0.666433965190576,0.813925181365647,4.33766210737977,1.70278383729607e-05,3.90805626156231e-05,1.49781440610158
"CLDN6",1.15316983721977,1.2611590088692,4.33750322823688,1.70397535221527e-05,3.90981807184916e-05,1.49714730593576
"B4GALNT3",0.647713722255967,3.26457276444264,4.33542399429784,1.71964219210062e-05,3.94331375511153e-05,1.48841914758123
"SLC7A8",-0.639851749406605,2.90828958195558,-4.32692434856306,1.7851291514464e-05,4.08535697629118e-05,1.45278028472811
"NPTX2",0.63175930606817,0.993864077255434,4.31673362379769,1.86678744685238e-05,4.2648290798183e-05,1.41013709619478
"CD1C",-0.654489808176362,1.94348516050619,-4.31568546990136,1.87538577981197e-05,4.28288151348987e-05,1.40575642729329
"TMEM176A",0.668534580078382,4.08775212746322,4.31009299594903,1.92190558863187e-05,4.3842357238878e-05,1.38240000778413
"POF1B",0.71094813322415,1.63552453111991,4.30965508255244,1.92559443110324e-05,4.39210757480125e-05,1.38057230323216
"C4BPB",0.720142711048099,1.3843949916768,4.30413668660138,1.97266292009561e-05,4.49391029265545e-05,1.35755526976908
"FSTL4",0.709957531943157,1.20883395976513,4.29787605587541,2.02739215983449e-05,4.60834531353212e-05,1.33147586313642
"SUSD4",0.60392419809654,1.77430602517834,4.29441920364971,2.05822940654207e-05,4.67555917890507e-05,1.31709117737177
"IGFBP6",-0.784638747713572,2.97410384434,-4.29372838704707,2.06444536402122e-05,4.68794781825005e-05,1.31421784550376
"SFRP2",1.05984233587814,5.10105714111017,4.28590263680828,2.13612437803409e-05,4.84237190046362e-05,1.28169825344566
"SLC6A3",0.675142282657244,0.779441023156407,4.28119929862018,2.18034037000074e-05,4.93615033617066e-05,1.26218047912532
"SYT13",0.816892483309735,0.939999513985803,4.28118919238409,2.18043631230782e-05,4.93615033617066e-05,1.26213856219945
"PLA2G2D",0.73869858601472,1.66831371987558,4.2797482985863,2.19415657601644e-05,4.96599196593684e-05,1.25616321783035
"CEACAM7",0.638549606395831,0.696575183868846,4.27674664851743,2.2230035030643e-05,5.02634742303349e-05,1.24372152040161
"TMC5",0.663438889537846,4.17327524837307,4.26874948864083,2.30163625337985e-05,5.19332015684338e-05,1.21061363464643
"MMP7",1.12151387657398,4.15475701876891,4.26836422236454,2.3054906463219e-05,5.20138087848189e-05,1.20902011694042
"BCAS1",0.740089638023762,1.45158745663665,4.26809667044834,2.30817098967181e-05,5.20679119802709e-05,1.20791356243607
"TPSD1",-0.601301788528751,1.10923284647249,-4.25725305115113,2.41933963058453e-05,5.44491612846449e-05,1.16312074995331
"TREM2",-0.698586924859149,4.18449249560157,-4.24270045015506,2.57658085053494e-05,5.78961796963076e-05,1.10317493689251
"PLA2G7",0.591523927510415,2.8610188598068,4.24066502667757,2.59933557441237e-05,5.83719326558241e-05,1.09480587652436
"GDF15",0.908409594527063,4.57853927063587,4.23397069803297,2.67553305022621e-05,6.0017307527448e-05,1.0673073676096
"ENPP3",0.685843929480636,1.25045595824916,4.23131047083421,2.70640020167167e-05,6.06654567684557e-05,1.05639119315874
"SECTM1",-0.594937595906756,3.58363309025795,-4.22130573657647,2.82555413083557e-05,6.31946259365137e-05,1.01539470855382
"HOPX",-0.952837657918037,4.75340385839228,-4.21407669051159,2.91474457645002e-05,6.51298545861796e-05,0.985828921031008
"CHIA",-0.735844464840798,1.19989525447496,-4.20559839766895,3.02276717482389e-05,6.74537423988764e-05,0.951214558570369
"CMBL",0.770427231598044,3.56591050901603,4.19882270538785,3.11182852546008e-05,6.93991932273786e-05,0.923598512849992
"BPIFA1",1.98101531343243,3.93341121970627,4.19708321336384,3.13509295597295e-05,6.99011298667984e-05,0.916515525567839
"GPNMB",-0.684505863841435,5.30969048890301,-4.196083213318,3.14854213526079e-05,7.01840325172682e-05,0.912444903233187
"AGR3",-1.15689368086048,4.87378321617506,-4.17447411940223,3.45295322115329e-05,7.66731837070727e-05,0.824705262595231
"GALNT3",0.605212746638706,3.64093679471701,4.16142360914543,3.65016046469411e-05,8.07993283569437e-05,0.771922529378383
"HTRA3",0.700337270567938,3.91997902100621,4.15609974912347,3.73365009150306e-05,8.25384983679431e-05,0.750434862577968
"CFAP45",-0.604321730474162,1.55476479566717,-4.14299578410609,3.94696053818902e-05,8.71079411514668e-05,0.697656162844217
"HSPA6",0.605195514350685,2.27984240005291,4.14283033267636,3.94972652651208e-05,8.71585585659028e-05,0.696990778979885
"MAGEA3",1.00457946868787,0.92331858572933,4.13261509201152,4.12412150198377e-05,9.08764852706601e-05,0.655957362020317
"MT1E",-0.794296409409752,4.61084038254154,-4.10558200682304,4.62166770075485e-05,0.000101379935485762,0.547829115786215
"CCL20",1.05665283947161,3.4407187967603,4.08801584809593,4.97501969229326e-05,0.0001087559702375,0.477925685864014
"COL15A1",0.629369253240708,2.95094533781029,4.08240443063203,5.09320587829229e-05,0.000111181472065716,0.455654965931886
"PTPRN2",-0.671697676530552,1.97647328963188,-4.0812679866472,5.11746404304413e-05,0.000111671370553676,0.451148134756268
"CYP4F11",0.762107076475723,1.14523094705331,4.06884670695993,5.38986264231978e-05,0.000117268765214666,0.401965854477927
"ECM1",0.773784795404795,3.70506295375579,4.05978571505441,5.59719940981062e-05,0.000121507295740841,0.36617792455559
"KIF1A",0.779759162507374,0.787821662874207,4.05399129505305,5.73373660829652e-05,0.00012441304745925,0.343331351165991
"PLTP",0.604522956323354,5.62047850672912,4.04672494722943,5.90943054464177e-05,0.000128059643706744,0.314724711529729
"FCGBP",0.754841551897197,2.08854091527443,4.02949258764252,6.34675289592406e-05,0.000137085701234056,0.247076962690162
"CRIP2",-0.589775503927099,4.62443061279098,-4.02871225863275,6.36726562832368e-05,0.000137496565973681,0.244020138022854
"FXYD3",-0.863371403820752,4.5653281198801,-4.02177383380061,6.55244564705824e-05,0.000141327214993311,0.216864470164736
